p = 30
k	5000
0	78.11302185058594
1	284.80889892578125
2	628.7606506347656
3	1088.6338729858398
4	1632.6183395385742
5	2278.5013427734375
6	2824.013641357422
7	3363.4206619262695
8	4015.17537689209
9	4545.377578735352
10	4884.727470397949
11	4698.274475097656
12	5588.663604736328
13	5881.369163513184
14	6127.337875366211
